Restaurant ID,Restaurant Name,Country,City,Locality,Longitude,Latitude,Cuisines,Primary Cuisine,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Is Rated,Votes
18343731,Mumbai Local,India,Kolkata,Ballygunge,88.3662166,22.5336623,"North Indian, Chinese, Street Food",North Indian,1200,Indian Rupees(Rs.),Yes,No,No,3,4.2,Green,Very Good,True,704
25664,Gabbar's Bar & Kitchen,India,Kolkata,Camac Street Area,88.3506798,22.5471855,"North Indian, Chinese, Mexican, Italian",North Indian,1400,Indian Rupees(Rs.),Yes,No,No,3,4.4,Green,Very Good,True,1484
25587,TGI Friday's,India,Kolkata,Elgin,88.34984265,22.53795995,"Tex-Mex, American",Tex-Mex,1800,Indian Rupees(Rs.),Yes,Yes,No,3,4.0,Green,Very Good,True,911
24530,Santa's Fantasea,India,Kolkata,Golpark,88.36783022,22.51508182,"Seafood, Chinese",Seafood,800,Indian Rupees(Rs.),No,No,No,2,4.2,Green,Very Good,True,2584
20747,India Restaurant,India,Kolkata,Kidderpore,88.3223365,22.5389989,"Biryani, North Indian, Chinese, Mughlai",Biryani,800,Indian Rupees(Rs.),Yes,Yes,No,2,4.6,Dark Green,Excellent,True,1219
21220,Flame & Grill,India,Kolkata,"Mani Square Mall, Kankurgachi",88.400581,22.5778208,"North Indian, Continental",North Indian,1500,Indian Rupees(Rs.),Yes,No,No,3,3.9,Yellow,Good,True,1064
25570,Barbeque Nation,India,Kolkata,Park Street Area,88.35412715,22.55108374,"North Indian, Chinese",North Indian,1600,Indian Rupees(Rs.),No,No,No,3,4.9,Dark Green,Excellent,True,1753
20350,Mocambo,India,Kolkata,Park Street Area,88.3532734,22.5532273,"Continental, Italian, North Indian",Continental,1050,Indian Rupees(Rs.),No,Yes,No,3,3.5,Yellow,Good,True,4464
20870,BarBQ,India,Kolkata,Park Street Area,88.35231029,22.55299638,"Chinese, North Indian",Chinese,900,Indian Rupees(Rs.),No,Yes,No,2,4.2,Green,Very Good,True,5288
20404,Peter Cat,India,Kolkata,Park Street Area,88.352885,22.5526719,"Continental, North Indian",Continental,1000,Indian Rupees(Rs.),No,Yes,No,3,4.3,Green,Very Good,True,7574
24286,The Irish House,India,Kolkata,"Quest Mall, Ballygunge",88.36550709,22.53912894,"European, American",European,1900,Indian Rupees(Rs.),No,No,No,3,4.4,Green,Very Good,True,2224
20842,Barbeque Nation,India,Kolkata,"Sector 5, Salt Lake",88.43345214,22.56935843,"North Indian, Chinese",North Indian,1600,Indian Rupees(Rs.),No,No,No,3,4.9,Dark Green,Excellent,True,5966
18259462,Ocean Grill,India,Kolkata,"Sector 5, Salt Lake",88.43318693,22.56936679,"Continental, Seafood, North Indian, Asian",Continental,1500,Indian Rupees(Rs.),Yes,No,No,3,3.6,Yellow,Good,True,1040
24452,Sigree Global Grill,India,Kolkata,"Silver Spring Arcade, Science City Area",88.4004673,22.5490998,North Indian,North Indian,1600,Indian Rupees(Rs.),Yes,No,No,3,4.1,Green,Very Good,True,1616
18017615,What's Up,India,Kolkata,Southern Avenue,88.36250436,22.51411859,"Cafe, Chinese, Continental",Cafe,1000,Indian Rupees(Rs.),Yes,No,No,3,4.0,Green,Very Good,True,1126
800468,Grandson of Tunday Kababi,India,Lucknow,Aminabad,80.92743056,26.84850556,"Mughlai, Lucknowi",Mughlai,300,Indian Rupees(Rs.),No,No,No,1,4.9,Dark Green,Excellent,True,1057
801675,Frozen Factory,India,Lucknow,Gomti Nagar,0.0,0.0,"Desserts, Ice Cream",Desserts,200,Indian Rupees(Rs.),No,No,No,1,4.5,Dark Green,Excellent,True,144
801690,Mocha,India,Lucknow,Gomti Nagar,81.0011849,26.8528099,"Cafe, Italian, Continental",Cafe,800,Indian Rupees(Rs.),No,No,No,3,4.6,Dark Green,Excellent,True,567
801684,Chemistry Cafí©,India,Lucknow,Gomti Nagar,0.0,0.0,"Cafe, Continental, Chinese",Cafe,650,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,147
18296995,Homeys Cafe,India,Lucknow,Gomti Nagar,80.99,26.86,"Cafe, Fast Food",Cafe,450,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,True,217
800237,Percussion,India,Lucknow,Gomti Nagar,80.9945959,26.8551778,"Continental, North Indian, Asian",Continental,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,514
800273,The Urban Terrace,India,Lucknow,Gomti Nagar,81.0232496,26.8517588,"North Indian, Continental",North Indian,1100,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,268
18375866,Free Spirit,India,Lucknow,Gomti Nagar,81.01515904,26.86744546,"Cafe, Italian",Cafe,450,Indian Rupees(Rs.),No,No,No,2,4.3,Green,Very Good,True,106
801170,Spice Caves,India,Lucknow,Gomti Nagar,80.99885715,26.85338395,"North Indian, Chinese, Mughlai",North Indian,1200,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,True,691
801636,The Chocolate Heaven,India,Lucknow,Gomti Nagar,81.00087417,26.85585347,"Cafe, Italian, Desserts",Cafe,400,Indian Rupees(Rs.),No,No,No,2,4.1,Green,Very Good,True,165
18385021,The Pebbles Bistro,India,Lucknow,Gomti Nagar,81.01126765,26.85123157,European,European,1000,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,True,80
801640,Underdoggs Sports Bar & Grill,India,Lucknow,Gomti Nagar,0.0,0.0,"Mediterranean, Italian, American",Mediterranean,1300,Indian Rupees(Rs.),No,No,No,3,4.3,Green,Very Good,True,124
801269,Vintage Machine,India,Lucknow,Gomti Nagar,81.00043965,26.8536376,"Italian, American, Lebanese",Italian,1000,Indian Rupees(Rs.),No,No,No,3,4.3,Green,Very Good,True,887
801693,Bar Bar,India,Lucknow,Hazratganj,0.0,0.0,"Cafe, Chinese, Thai, North Indian, Continental",Cafe,1000,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,True,79
800483,Dastarkhwan,India,Lucknow,Hazratganj,80.93688889,26.85263889,Mughlai,Mughlai,400,Indian Rupees(Rs.),No,No,No,2,4.4,Green,Very Good,True,818
800891,The Cherry Tree Cafe,India,Lucknow,Hazratganj,80.9415,26.852,"Cafe, Bakery",Cafe,400,Indian Rupees(Rs.),No,No,No,2,4.1,Green,Very Good,True,288
800326,Royal Sky,India,Lucknow,Lalbagh,80.94088611,26.85019167,"North Indian, Mughlai, Chinese, Continental",North Indian,1100,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,True,762
801384,L 14 - Renaissance Lucknow Hotel,India,Lucknow,Renaissance Lucknow Hotel,80.973027,26.852692,"North Indian, Continental, South Indian, Chinese, Thai, Asian",North Indian,2000,Indian Rupees(Rs.),No,No,No,4,4.2,Green,Very Good,True,149
800089,Barbeque Nation,India,Lucknow,"Riverside Mall, Gomti Nagar",80.973185,26.853007,North Indian,North Indian,1600,Indian Rupees(Rs.),No,No,No,4,4.7,Dark Green,Excellent,True,1069
801247,Colours by Royal Cafe - Royal Inn,India,Lucknow,"Royal Inn, Hazratganj",80.945099,26.855957,"North Indian, Mughlai, Chinese",North Indian,1000,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,True,411
800576,Cappuccino Blast,India,Lucknow,Sadar Bazaar,80.947029,26.834638,"Cafe, Fast Food",Cafe,700,Indian Rupees(Rs.),No,No,No,2,4.0,Green,Very Good,True,587
15239,Basant Restaurant,India,Ludhiana,"A Hotel, Gurdev Nagar",75.84273856,30.87398772,"North Indian, Chinese, Fast Food",North Indian,800,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,93
18444271,Hawai Adda,India,Ludhiana,Aggar Nagar,0.0,0.0,"North Indian, Chinese, Continental",North Indian,1500,Indian Rupees(Rs.),No,No,No,3,3.5,Yellow,Good,True,17
15005,Indian Summer,India,Ludhiana,BRS Nagar,75.80489259,30.88722034,"North Indian, Chinese",North Indian,1400,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,True,191
15221,Basant,India,Ludhiana,Civil Lines,75.83981965,30.91405691,"North Indian, Chinese, South Indian, Fast Food",North Indian,400,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,True,109
15292,Bistro 226,India,Ludhiana,Civil Lines,75.83284054,30.90556176,"Italian, Continental, North Indian, Cafe",Italian,1400,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,True,217
15309,Mocha,India,Ludhiana,Gurdev Nagar,75.82210299,30.89520443,Cafe,Cafe,800,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,153
18400368,Pirates Of Grill,India,Ludhiana,Gurdev Nagar,0.0,0.0,"North Indian, Mughlai",North Indian,1300,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,41
15132,Bistro Flamme Bois,India,Ludhiana,Gurdev Nagar,75.83133817,30.89999169,"Italian, Continental, Mexican, Lebanese",Italian,1500,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,True,178
15705,Kitchen At 95 - Hyatt Regency,India,Ludhiana,"Hyatt Regency, Rajguru Nagar",75.78697577,30.88581363,"Mediterranean, Chinese, Continental",Mediterranean,2000,Indian Rupees(Rs.),No,No,No,4,4.3,Green,Very Good,True,87
15078,Domino's Pizza,India,Ludhiana,"Main Market, Sarabha Nagar",75.82219854,30.89285962,"Pizza, Fast Food",Pizza,700,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,86
15104,Nando's,India,Ludhiana,"Main Market, Sarabha Nagar",75.8214948,30.89308145,"Portuguese, African",Portuguese,1200,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,156
15774,Belfrance Luxury Chocolates,India,Ludhiana,"Main Market, Sarabha Nagar",75.82181666,30.893244,"Cafe, Continental, Italian, Bakery",Cafe,1100,Indian Rupees(Rs.),No,No,No,3,4.4,Green,Very Good,True,138
15008,Hot Breads,India,Ludhiana,"Main Market, Sarabha Nagar",75.82172044,30.89323422,"Continental, Chinese, Italian, Bakery",Continental,800,Indian Rupees(Rs.),No,No,No,2,4.2,Green,Very Good,True,261
15321,The Yellow Chilli,India,Ludhiana,"Main Market, Sarabha Nagar",75.82184684,30.89297787,"Mughlai, North Indian, Chinese",Mughlai,1200,Indian Rupees(Rs.),No,No,No,3,4.4,Green,Very Good,True,325
15368,Spice Cube,India,Ludhiana,PAU,75.80934606,30.89958432,"North Indian, Chinese, Continental",North Indian,1000,Indian Rupees(Rs.),No,No,No,3,3.5,Yellow,Good,True,116
15853,Barbeque Nation,India,Ludhiana,Rajguru Nagar,75.813112,30.895817,"North Indian, Chinese, Continental",North Indian,1400,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,80
15497,Nik Bakers,India,Ludhiana,Sarabha Nagar,75.8212021,30.89338354,"Cafe, Bakery, Desserts",Cafe,800,Indian Rupees(Rs.),No,No,No,2,4.2,Green,Very Good,True,210
15091,Aman Chicken,India,Ludhiana,Shastri Nagar,75.82961485,30.89018388,"North Indian, Mughlai",North Indian,800,Indian Rupees(Rs.),No,No,No,2,4.6,Dark Green,Excellent,True,196
15777,District 6,India,Ludhiana,"Silver Arc Mall, Gurdev Nagar",75.82680825,30.90287228,"European, Chinese",European,1600,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,53
15717,The BrewMaster - The Mix Fine Dine,India,Ludhiana,"Westend Mall, Rajguru Nagar",75.78825854,30.88591491,"North Indian, Continental",North Indian,1500,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,154
3100446,#45,India,Mangalore,Attavar,0.0,0.0,Cafe,Cafe,600,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,209
3100159,Crave Desserts & Bakes,India,Mangalore,Balmatta,74.85362222,12.87369722,"Desserts, Bakery",Desserts,200,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,True,196
3100010,Diesel Cafe,India,Mangalore,Balmatta,74.85274444,12.87367778,"American, Italian",American,900,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,196
3100145,Froth On Top,India,Mangalore,Balmatta,74.85158611,12.87353056,"Chinese, Mangalorean",Chinese,700,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,355
3100013,Hao Ming,India,Mangalore,Balmatta,74.85343056,12.87343056,Chinese,Chinese,600,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,280
3100143,Kobe Sizzlers,India,Mangalore,Balmatta,74.85209855,12.87334761,"Continental, American",Continental,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,104
3100033,Liquid Lounge,India,Mangalore,Balmatta,74.84665556,12.87073611,"Finger Food, Continental, North Indian",Finger Food,800,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,290
3100153,Maharaja Restaurant,India,Mangalore,Balmatta,74.84863333,12.87378611,"South Indian, North Indian",South Indian,700,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,275
3100142,Giri Manja's,India,Mangalore,Bhavathi,0.0,0.0,Seafood,Seafood,500,Indian Rupees(Rs.),No,No,No,2,4.2,Green,Very Good,True,281
3100030,Kabab Studio,India,Mangalore,"Goldfinch Hotel, Balmatta",74.85006667,12.87582222,"North Indian, Mughlai",North Indian,1500,Indian Rupees(Rs.),No,No,No,4,3.5,Yellow,Good,True,183
18237384,Brio Cafe and Grill,India,Mangalore,Hampankatta,74.84500254,12.87221736,"Cafe, Continental",Cafe,500,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,84
3100008,Gajalee Sea Food,India,Mangalore,Kadri,0.0,0.0,"Seafood, North Indian",Seafood,750,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,257
3100148,Smoke N Oven,India,Mangalore,Kadri,0.0,0.0,"Pizza, Italian",Pizza,600,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,127
3100044,Village Restaurant,India,Mangalore,Kadri,74.85946446,12.89897943,"Chinese, Continental, North Indian, Mughlai",Chinese,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,260
3100441,Barbeque Nation,India,Mangalore,Kankanady,0.0,0.0,"North Indian, Chinese",North Indian,1600,Indian Rupees(Rs.),No,No,No,4,3.7,Yellow,Good,True,193
3100302,Machali,India,Mangalore,Kodailbail,0.0,0.0,Seafood,Seafood,800,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,True,245
3100422,Punjab Da Pind,India,Mangalore,KS Rao Nagar,0.0,0.0,"North Indian, Mughlai, Chinese, Mangalorean",North Indian,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,173
3100014,Sizzler's Ranch,India,Mangalore,Lalbagh,0.0,0.0,Continental,Continental,700,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,True,328
3100448,Spindrift,India,Mangalore,Lalbagh,0.0,0.0,"North Indian, Italian, Finger Food",North Indian,700,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,True,156
3100017,Sagar Ratna,India,Mangalore,"The Ocean Pearl, Kodailbail",74.84048333,12.87505833,"South Indian, North Indian, Chinese",South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,175
18424018,The Shooters Cafe,India,Mohali,Sector 70,76.7187888,30.6955506,"Continental, North Indian",Continental,550,Indian Rupees(Rs.),No,Yes,No,2,4.3,Green,Very Good,True,99
35217,Joey's Pizza,India,Mumbai,Azad Nagar,72.829976,19.12663,Pizza,Pizza,800,Indian Rupees(Rs.),No,No,No,2,4.0,Green,Very Good,True,5145
18447068,Cafe Hydro,India,Mumbai,Borivali East,72.86238123,19.22131488,Asian,Asian,1000,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,True,156
18458563,The American Joint,India,Mumbai,Borivali West,72.8413473,19.2238399,"Healthy Food, American, Burger, Salad",Healthy Food,850,Indian Rupees(Rs.),Yes,No,No,2,3.4,Orange,Average,True,170
18075122,The Fusion Kitchen,India,Mumbai,Borivali West,72.848923,19.254567,"North Indian, Italian, Chinese, Mexican",North Indian,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.7,Dark Green,Excellent,True,2083
18233317,145 Kala Ghoda,India,Mumbai,Fort,72.83258457,18.92758399,"Fast Food, Beverages, Desserts",Fast Food,1500,Indian Rupees(Rs.),No,No,No,3,4.2,Green,Very Good,True,1606
18237753,Tea Villa Cafe,India,Mumbai,"Hill Road, Bandra West",72.83398401,19.05583064,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",Cafe,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.1,Green,Very Good,True,2040
18388642,Grandmama's Cafe,India,Mumbai,Juhu,72.82780755,19.09145752,"Continental, Italian",Continental,1100,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,617
18463285,Mumbai Vibe,India,Mumbai,"Linking Road, Bandra West",72.83265799,19.06583751,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",Cafe,1000,Indian Rupees(Rs.),Yes,No,No,3,3.8,Yellow,Good,True,146
16527711,The Rolling Pin,India,Mumbai,Lower Parel,72.82520279,18.99404899,"Bakery, Desserts, Cafe",Bakery,700,Indian Rupees(Rs.),No,Yes,No,2,3.9,Yellow,Good,True,2076
18313566,Farzi Cafe,India,Mumbai,Lower Parel,72.82764997,19.0035172,Modern Indian,Modern Indian,1500,Indian Rupees(Rs.),No,No,No,3,4.3,Green,Very Good,True,1240
49003,SpiceKlub,India,Mumbai,Lower Parel,72.82555282,18.99423667,North Indian,North Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,True,3370
18441580,Tea Villa Cafe,India,Mumbai,"Majiwada, Thane West",72.97228105,19.20722241,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",Cafe,1000,Indian Rupees(Rs.),Yes,No,No,3,3.9,Yellow,Good,True,317
34757,Joey's Pizza,India,Mumbai,Malad West,72.834715,19.178321,Pizza,Pizza,800,Indian Rupees(Rs.),No,Yes,No,2,4.5,Dark Green,Excellent,True,2662
18408295,Stacks And Racks,India,Mumbai,Malad West,72.83619149,19.18129965,"American, Burger, Fast Food",American,500,Indian Rupees(Rs.),No,No,No,2,4.6,Dark Green,Excellent,True,413
18216876,The English Department Bar & Diner,India,Mumbai,Malad West,72.83672087,19.17626869,"Italian, Continental, Mexican, Japanese, American, British",Italian,1500,Indian Rupees(Rs.),Yes,No,No,3,3.9,Yellow,Good,True,885
17806994,Mirchi And Mime,India,Mumbai,Powai,72.90738534,19.12008268,"North Indian, South Indian, Mughlai",North Indian,1500,Indian Rupees(Rs.),No,No,No,3,4.9,Dark Green,Excellent,True,3244
18435740,38 Degree East,India,Mumbai,Powai,72.90849264,19.12199866,"North Indian, Chinese, Thai",North Indian,1000,Indian Rupees(Rs.),Yes,No,No,3,3.8,Yellow,Good,True,181
18318116,R' ADDA,India,Mumbai,"Ramee Guestline Hotel, Juhu",72.825451,19.1093,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",Street Food,1200,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,True,536
18270976,Tea Villa Cafe,India,Mumbai,"Versova, Andheri West",72.8130738,19.1311405,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",Cafe,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.1,Green,Very Good,True,1295
49486,Tea Villa Cafe,India,Mumbai,Vile Parle East,72.846749,19.103249,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",Cafe,1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.6,Yellow,Good,True,1515
3600252,Hotel RRR Mysore,India,Mysore,Chamrajpura,76.65487778,12.31107222,Andhra,Andhra,290,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,True,139
3600265,Jalpaan Dining Saga,India,Mysore,Chamrajpura,76.64362222,12.30456944,"North Indian, Chinese, Italian",North Indian,900,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,172
3600375,The Old House,India,Mysore,Chamrajpura,76.64262,12.299524,Italian,Italian,800,Indian Rupees(Rs.),No,No,No,3,3.9,Yellow,Good,True,264
3600015,Vinayaka Mylari,India,Mysore,Doora,76.66580833,12.3085,South Indian,South Indian,300,Indian Rupees(Rs.),No,No,No,1,4.2,Green,Very Good,True,392
3600012,Empire Restaurant,India,Mysore,Gokulam,76.62796111,12.32397778,"North Indian, Andhra, Mughlai",North Indian,500,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,393
3600013,Green Leaf,India,Mysore,Gokulam,76.62616667,12.32399444,"North Indian, Chinese, South Indian",North Indian,400,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,214
3600071,Pakva Lounge,India,Mysore,Gokulam,76.63227778,12.32546111,"Italian, North Indian, South Indian",Italian,650,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,262
3600192,Spring - Radisson Blu Plaza,India,Mysore,Ittige Gudu,76.665169,12.297954,"Continental, North Indian, South Indian",Continental,1700,Indian Rupees(Rs.),No,No,No,4,3.8,Yellow,Good,True,162
3600119,Big Chicken,India,Mysore,Jayalakhsmipuram,76.63058333,12.32319444,"North Indian, Chinese",North Indian,500,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,160
3600352,Barbeque Nation,India,Mysore,Jayalakhsmipuram,76.62109444,12.32121389,"North Indian, European, Mediterranean",North Indian,1600,Indian Rupees(Rs.),No,No,No,4,4.0,Green,Very Good,True,286
3600009,Pizza Hut,India,Mysore,Jayalakhsmipuram,76.63002778,12.323225,"Pizza, Italian",Pizza,700,Indian Rupees(Rs.),No,No,No,2,4.0,Green,Very Good,True,304
3600361,Tandooriwala,India,Mysore,Kuvempunagar,76.62586111,12.28474722,North Indian,North Indian,700,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,True,127
3600148,Jungle The Restaurant,India,Mysore,"Pai Hotels, Doora",76.65926389,12.31097222,"North Indian, Continental, Chinese",North Indian,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,132
3600436,The Barge Restaurant,India,Mysore,Vijay Nagar,0.0,0.0,"Continental, Chinese, North Indian",Continental,1500,Indian Rupees(Rs.),No,No,No,4,3.3,Orange,Average,True,11
3600008,By The Way,India,Mysore,Vijay Nagar,76.60665,12.35205833,"North Indian, Chinese, South Indian",North Indian,650,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,190
3600354,Cafe Cornucopia,India,Mysore,Vijay Nagar,76.60306667,12.31696667,"Cafe, Continental, European, Beverages",Cafe,700,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,True,140
3600285,Mezzaluna,India,Mysore,Vijay Nagar,76.61910278,12.32635556,"Continental, South Indian",Continental,650,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,True,249
3600072,Nanking,India,Mysore,Vijay Nagar,76.61788889,12.33792778,"Chinese, Thai",Chinese,550,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,True,208
3600022,Oyster Bay,India,Mysore,Vijay Nagar,76.61820278,12.33402222,"North Indian, Asian, Continental",North Indian,1000,Indian Rupees(Rs.),No,No,No,3,3.6,Yellow,Good,True,270
3600014,Purple Haze,India,Mysore,Vijay Nagar,76.61679167,12.33797778,Finger Food,Finger Food,1200,Indian Rupees(Rs.),No,No,No,3,3.7,Yellow,Good,True,183
3301308,House of Caffeine,India,Nagpur,Bajaj Nagar,79.06428449,21.12420256,Fast Food,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,True,27
3300780,Hide Out The Street Cafe,India,Nagpur,Bajaj Nagar,79.06046167,21.12949694,Cafe,Cafe,250,Indian Rupees(Rs.),No,No,No,1,3.8,Yellow,Good,True,73
3301236,Tapri The Chai Books Cafe,India,Nagpur,Bajaj Nagar,0.0,0.0,"Continental, Fast Food, Tea",Continental,250,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,True,26
3300369,Eat Street Express,India,Nagpur,Bajaj Nagar,79.05922417,21.12499944,"North Indian, Chinese",North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,4.0,Green,Very Good,True,103
3301013,Zaikart,India,Nagpur,Bajaj Nagar,79.04722832,21.11882292,"North Indian, Mughlai",North Indian,550,Indian Rupees(Rs.),No,Yes,No,2,4.3,Green,Very Good,True,88
3300741,Cafe Zinea,India,Nagpur,Civil Lines,79.0679011,21.1481626,"Cafe, Chinese, Fast Food, Italian",Cafe,400,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,True,201
3300138,Checker's,India,Nagpur,Civil Lines,79.07658678,21.15841584,"Fast Food, Chinese",Fast Food,550,Indian Rupees(Rs.),No,Yes,No,2,4.0,Green,Very Good,True,185
3300949,The B.A.W.A,India,Nagpur,Civil Lines,79.07730427,21.15619053,Cafe,Cafe,600,Indian Rupees(Rs.),No,Yes,No,2,4.2,Green,Very Good,True,164
3300065,FSB,India,Nagpur,Dhantoli,79.08047698,21.13851031,"Continental, North Indian, Thai, Chinese",Continental,1100,Indian Rupees(Rs.),No,No,No,3,4.3,Green,Very Good,True,270
3300416,NESCAFí Illusions,India,Nagpur,Dharampeth,79.0651371,21.13685791,Cafe,Cafe,350,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,True,140
3301169,Nineties,India,Nagpur,Dharampeth,79.06652045,21.14083972,"Cafe, Fast Food",Cafe,250,Indian Rupees(Rs.),No,Yes,No,1,3.9,Yellow,Good,True,19
3300061,Mocha,India,Nagpur,Dharampeth,79.05853249,21.13784829,"Cafe, Continental",Cafe,750,Indian Rupees(Rs.),No,Yes,No,3,4.0,Green,Very Good,True,284
3300107,The Zuree Urban Kitchen,India,Nagpur,Mohan Nagar,79.08184659,21.15848119,"North Indian, Italian, Continental",North Indian,1200,Indian Rupees(Rs.),No,Yes,No,3,4.4,Green,Very Good,True,257
3300058,The Breakfast Story,India,Nagpur,Pratap Nagar,79.03866302,21.1232834,Cafe,Cafe,600,Indian Rupees(Rs.),No,No,No,2,4.5,Dark Green,Excellent,True,520
3300057,Ten Downing Street Restaurant & Bar,India,Nagpur,Ramdaspeth,79.07851763,21.13672376,"Chinese, Continental, North Indian",Chinese,1000,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,True,306
3300041,Ashoka Restaurant,India,Nagpur,Sadar,79.079819,21.159225,"North Indian, Chinese, Continental",North Indian,1300,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,True,275
3300958,Barbeque Nation,India,Nagpur,Sitabuldi,79.080247,21.143272,"North Indian, European, Mediterranean",North Indian,1600,Indian Rupees(Rs.),No,No,No,4,4.9,Dark Green,Excellent,True,226
3300707,KFC,India,Nagpur,Sitabuldi,79.08040556,21.14353333,"American, Fast Food",American,550,Indian Rupees(Rs.),No,Yes,No,2,2.2,Red,Poor,True,147
3300070,Moksh The Restro Lounge,India,Nagpur,Sitabuldi,79.08009443,21.14014612,"Seafood, Chinese, Thai",Seafood,1000,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,True,100
3301035,Mainland China,India,Nagpur,Vivekanand Nagar,79.06482127,21.08922374,Chinese,Chinese,1000,Indian Rupees(Rs.),No,No,No,3,3.8,Yellow,Good,True,45
1600227,Divtya Budhlya Wada Restaurant,India,Nashik,Anand Wali Goan,0.0,0.0,Maharashtrian,Maharashtrian,400,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,True,76
